claim_id,claim_date,sale_id,repair_status
CL-1295,6/22/2020,OID-362956,Free Replaced
CL-1296,6/22/2020,OID-363129,Free Replaced
CL-1297,6/22/2020,OID-363143,Free Replaced
CL-1298,6/22/2020,OID-363155,Free Replaced
CL-1299,6/22/2020,OID-363220,Free Replaced
CL-1300,6/22/2020,OID-363392,Free Replaced
CL-1301,11/11/2020,OID-410769,Paid Repaired
CL-1302,5/22/2020,OID-436407,Warranty Void
CL-1304,6/23/2020,OID-362510,Free Replaced
CL-1305,6/23/2020,OID-362529,Free Replaced
CL-1306,6/23/2020,OID-362621,Free Replaced
CL-1307,6/23/2020,OID-362761,Free Replaced
CL-1308,6/23/2020,OID-362825,Free Replaced
CL-1309,6/23/2020,OID-363286,Free Replaced
CL-1310,6/23/2020,OID-363297,Free Replaced
CL-1311,12/18/2020,OID-410786,Paid Repaired
CL-1313,6/24/2020,OID-362503,Free Replaced
CL-1314,6/24/2020,OID-362770,Free Replaced
CL-1315,6/24/2020,OID-362972,Free Replaced
CL-1316,6/24/2020,OID-362988,Free Replaced
CL-1317,6/24/2020,OID-363089,Free Replaced
CL-1318,6/24/2020,OID-363152,Free Replaced
CL-1319,6/24/2020,OID-363367,Free Replaced
CL-1320,5/15/2020,OID-397925,Warranty Void
CL-1322,10/20/2020,OID-449033,Paid Repaired
CL-1323,6/25/2020,OID-362544,Free Replaced
CL-1324,6/25/2020,OID-362733,Free Replaced
CL-1325,6/25/2020,OID-362925,Free Replaced
CL-1326,6/25/2020,OID-362995,Free Replaced
CL-1327,6/25/2020,OID-363012,Free Replaced
CL-1328,6/25/2020,OID-363138,Free Replaced
CL-1329,6/25/2020,OID-363205,Free Replaced
CL-1330,6/25/2020,OID-363316,Free Replaced
CL-1331,10/16/2020,OID-397814,Warranty Void
CL-1333,1/23/2021,OID-410560,Paid Repaired
CL-1334,1/18/2021,OID-410561,Paid Repaired
CL-1335,10/2/2020,OID-423310,Warranty Void
CL-1338,6/26/2020,OID-362566,Free Replaced
CL-1339,6/26/2020,OID-362652,Free Replaced
CL-1340,6/26/2020,OID-363159,Free Replaced
CL-1341,6/26/2020,OID-363273,Free Replaced
CL-1342,6/26/2020,OID-363340,Free Replaced
CL-1344,6/27/2020,OID-362744,Free Replaced
CL-1345,6/27/2020,OID-362930,Free Replaced
CL-1346,6/27/2020,OID-363345,Free Replaced
CL-1351,6/28/2020,OID-362575,Free Replaced
CL-1352,6/28/2020,OID-362665,Free Replaced
CL-1353,6/28/2020,OID-362757,Free Replaced
CL-1354,8/22/2020,OID-398106,Warranty Void
CL-1355,11/19/2020,OID-436449,Paid Repaired
CL-1356,6/29/2020,OID-362506,Free Replaced
CL-1357,6/29/2020,OID-362971,Free Replaced
CL-1358,6/29/2020,OID-363183,Free Replaced
CL-1359,6/29/2020,OID-363185,Free Replaced
CL-1360,6/29/2020,OID-363213,Free Replaced
CL-1361,6/29/2020,OID-363313,Free Replaced
CL-1362,9/17/2020,OID-397938,Warranty Void
CL-1364,6/30/2020,OID-362819,Free Replaced
CL-1365,6/30/2020,OID-362835,Free Replaced
CL-1366,6/30/2020,OID-362844,Free Replaced
CL-1367,6/30/2020,OID-363009,Free Replaced
CL-1368,2/16/2021,OID-397808,Paid Repaired
CL-1370,9/13/2020,OID-449017,Warranty Void
CL-1371,7/1/2020,OID-362446,Free Replaced
CL-1372,7/1/2020,OID-362483,Free Replaced
CL-1373,7/1/2020,OID-362970,Free Replaced
CL-1374,7/1/2020,OID-363026,Free Replaced
CL-1375,7/1/2020,OID-363062,Free Replaced
CL-1376,7/1/2020,OID-363117,Free Replaced
CL-1377,7/1/2020,OID-363118,Free Replaced
CL-1378,11/9/2020,OID-398164,Paid Repaired
CL-1381,6/6/2020,OID-410739,Warranty Void
CL-1382,5/14/2020,OID-423559,Warranty Void
CL-1383,7/26/2020,OID-436201,Warranty Void
CL-1384,11/19/2020,OID-449183,Paid Repaired
CL-1385,7/2/2020,OID-362602,Free Replaced
CL-1386,7/2/2020,OID-362735,Free Replaced
CL-1387,7/2/2020,OID-362777,Free Replaced
CL-1388,7/2/2020,OID-362809,Free Replaced
CL-1389,7/2/2020,OID-362910,Free Replaced
CL-1390,7/2/2020,OID-362912,Free Replaced
CL-1391,7/2/2020,OID-362961,Free Replaced
CL-1392,7/2/2020,OID-363101,Free Replaced
CL-1393,7/2/2020,OID-363111,Free Replaced
CL-1394,7/2/2020,OID-363149,Free Replaced
CL-1395,7/2/2020,OID-363221,Free Replaced
CL-1396,7/2/2020,OID-363244,Free Replaced
CL-1397,7/2/2020,OID-363294,Free Replaced
CL-1398,7/2/2020,OID-363300,Free Replaced
CL-1399,8/27/2020,OID-410544,Warranty Void
CL-1400,8/24/2020,OID-410950,Warranty Void
CL-1402,8/31/2020,OID-436332,Warranty Void
CL-1403,7/3/2020,OID-362549,Free Replaced
CL-1404,7/3/2020,OID-362582,Free Replaced
CL-1405,7/3/2020,OID-362711,Free Replaced
CL-1406,7/3/2020,OID-362837,Free Replaced
CL-1407,7/3/2020,OID-362938,Free Replaced
CL-1408,7/3/2020,OID-363093,Free Replaced
CL-1409,7/3/2020,OID-363188,Free Replaced
CL-1410,7/3/2020,OID-363264,Free Replaced
CL-1411,7/3/2020,OID-363355,Warranty Void
CL-1414,6/4/2020,OID-448882,Warranty Void
CL-1415,7/4/2020,OID-362677,Free Replaced
CL-1416,7/4/2020,OID-362689,Free Replaced
CL-1417,7/4/2020,OID-362738,Free Replaced
CL-1418,7/4/2020,OID-362806,Free Replaced
CL-1419,7/4/2020,OID-362944,Free Replaced
CL-1420,7/4/2020,OID-363308,Free Replaced
CL-1421,7/4/2020,OID-363378,Warranty Void
CL-1422,9/17/2020,OID-386211,Warranty Void
CL-1424,1/12/2021,OID-410659,Paid Repaired
CL-1425,8/24/2020,OID-410871,Warranty Void
CL-1427,7/15/2020,OID-449150,Warranty Void
CL-1428,7/5/2020,OID-362833,Free Replaced
CL-1429,7/5/2020,OID-362883,Free Replaced
CL-1430,7/5/2020,OID-363006,Free Replaced
CL-1431,3/15/2021,OID-386227,Paid Repaired
CL-1432,5/30/2020,OID-423485,Warranty Void
CL-1433,11/10/2020,OID-448818,Warranty Void
CL-1434,7/6/2020,OID-362554,Free Replaced
CL-1435,7/6/2020,OID-362613,Free Replaced
CL-1436,7/6/2020,OID-362793,Free Replaced
CL-1437,7/6/2020,OID-362962,Free Replaced
CL-1438,7/6/2020,OID-363095,Free Replaced
CL-1439,7/6/2020,OID-363171,Free Replaced
CL-1440,7/6/2020,OID-363361,Warranty Void
CL-1442,9/13/2020,OID-436254,Warranty Void
CL-1443,7/7/2020,OID-362672,Free Replaced
CL-1444,7/7/2020,OID-362749,Free Replaced
CL-1445,7/7/2020,OID-362780,Free Replaced
CL-1446,7/7/2020,OID-362824,Free Replaced
CL-1447,7/7/2020,OID-362894,Free Replaced
CL-1448,7/7/2020,OID-363097,Free Replaced
CL-1449,7/7/2020,OID-363177,Free Replaced
CL-1450,7/7/2020,OID-363357,Warranty Void
CL-1453,10/5/2020,OID-423320,Warranty Void
CL-1456,7/8/2020,OID-362631,Free Replaced
CL-1457,7/8/2020,OID-362657,Free Replaced
CL-1458,7/8/2020,OID-362984,Free Replaced
CL-1460,7/9/2020,OID-362917,Free Replaced
CL-1461,7/9/2020,OID-363332,Warranty Void
CL-1462,12/1/2020,OID-374772,Warranty Void
CL-1463,12/13/2020,OID-397832,Paid Repaired
CL-1465,4/13/2020,OID-410824,Warranty Void
CL-1467,6/29/2020,OID-423520,Warranty Void
CL-1468,9/13/2020,OID-436459,Paid Repaired
CL-1469,7/10/2020,OID-362622,Free Replaced
CL-1470,7/10/2020,OID-362634,Free Replaced
CL-1471,7/10/2020,OID-362678,Free Replaced
CL-1472,7/10/2020,OID-362688,Free Replaced
CL-1473,7/10/2020,OID-362692,Free Replaced
CL-1474,7/10/2020,OID-362703,Free Replaced
CL-1475,7/10/2020,OID-362845,Free Replaced
CL-1476,7/10/2020,OID-362994,Free Replaced
CL-1480,9/6/2020,OID-436369,Warranty Void
CL-1481,7/11/2020,OID-362349,Free Replaced
CL-1482,7/11/2020,OID-362394,Free Replaced
CL-1483,7/11/2020,OID-362517,Free Replaced
CL-1484,7/11/2020,OID-362559,Free Replaced
CL-1485,7/11/2020,OID-362593,Free Replaced
CL-1486,7/11/2020,OID-362649,Free Replaced
CL-1487,7/11/2020,OID-362662,Free Replaced
CL-1488,7/11/2020,OID-362719,Free Replaced
CL-1489,7/11/2020,OID-362778,Free Replaced
CL-1490,7/11/2020,OID-363113,Free Replaced
CL-1491,7/11/2020,OID-363162,Free Replaced
CL-1492,7/11/2020,OID-363212,Free Replaced
CL-1493,7/11/2020,OID-363261,Free Replaced
CL-1494,11/15/2020,OID-397831,Warranty Void
CL-1497,7/12/2020,OID-362385,Free Replaced
CL-1498,7/12/2020,OID-362531,Free Replaced
CL-1499,7/12/2020,OID-362576,Free Replaced
CL-1500,7/12/2020,OID-363104,Free Replaced
CL-1501,7/12/2020,OID-363121,Free Replaced
CL-1502,7/12/2020,OID-363222,Free Replaced
CL-1503,7/12/2020,OID-363309,Warranty Void
CL-1505,9/9/2020,OID-410724,Warranty Void
CL-1507,8/1/2020,OID-436205,Warranty Void
CL-1508,4/22/2020,OID-436467,Warranty Void
CL-1510,7/13/2020,OID-362333,Free Replaced
CL-1511,7/13/2020,OID-362372,Free Replaced
CL-1512,7/13/2020,OID-362477,Free Replaced
CL-1513,7/13/2020,OID-362709,Free Replaced
CL-1514,7/13/2020,OID-362727,Free Replaced
CL-1516,1/28/2021,OID-410566,Paid Repaired
CL-1518,9/12/2020,OID-449055,Warranty Void
CL-1519,7/14/2020,OID-362335,Free Replaced
CL-1520,7/14/2020,OID-362428,Free Replaced
CL-1521,7/14/2020,OID-363207,Free Replaced
CL-1522,7/14/2020,OID-363208,Free Replaced
CL-1523,7/14/2020,OID-363215,Free Replaced
CL-1524,7/14/2020,OID-363269,Warranty Void
CL-1525,12/22/2020,OID-386179,Warranty Void
CL-1526,5/10/2020,OID-423474,Warranty Void
CL-1527,1/23/2021,OID-436025,Paid Repaired
CL-1530,7/15/2020,OID-362515,Free Replaced
CL-1531,7/15/2020,OID-362877,Free Replaced
CL-1532,7/15/2020,OID-362918,Free Replaced
CL-1533,7/15/2020,OID-363025,Free Replaced
CL-1534,7/15/2020,OID-363182,Free Replaced
CL-1535,7/15/2020,OID-363274,Warranty Void
CL-1536,11/19/2020,OID-386256,Warranty Void
CL-1537,8/22/2020,OID-397787,Warranty Void
CL-1538,8/29/2020,OID-436076,Warranty Void
CL-1540,7/16/2020,OID-362811,Free Replaced
CL-1541,7/16/2020,OID-363204,Free Replaced
CL-1542,7/16/2020,OID-363276,Warranty Void
CL-1543,12/1/2020,OID-398156,Paid Repaired
CL-1545,7/27/2020,OID-448918,Warranty Void
CL-1546,7/17/2020,OID-362400,Free Replaced
CL-1547,7/17/2020,OID-362536,Free Replaced
CL-1548,7/17/2020,OID-362627,Free Replaced
CL-1549,7/17/2020,OID-362933,Free Replaced
CL-1550,7/17/2020,OID-362946,Free Replaced
CL-1552,9/18/2020,OID-410856,Warranty Void
CL-1555,7/18/2020,OID-362330,Free Replaced
CL-1556,7/18/2020,OID-362377,Free Replaced
CL-1557,7/18/2020,OID-362487,Free Replaced
CL-1558,7/18/2020,OID-363018,Free Replaced
CL-1559,7/18/2020,OID-363154,Free Replaced
CL-1560,2/6/2021,OID-397884,Paid Repaired
CL-1562,9/28/2020,OID-436093,Warranty Void
CL-1564,7/31/2020,OID-448755,Warranty Void
CL-1565,7/19/2020,OID-362371,Free Replaced
CL-1566,7/19/2020,OID-362798,Free Replaced
CL-1567,7/19/2020,OID-362841,Free Replaced
CL-1568,7/19/2020,OID-363107,Free Replaced
CL-1569,7/19/2020,OID-363189,Free Replaced
CL-1570,2/1/2021,OID-448919,Paid Repaired
CL-1571,7/20/2020,OID-362420,Free Replaced
CL-1572,7/20/2020,OID-362741,Free Replaced
CL-1573,7/20/2020,OID-362807,Free Replaced
CL-1574,12/7/2020,OID-386114,Warranty Void
CL-1575,3/11/2021,OID-386143,Paid Repaired
CL-1576,12/14/2020,OID-423351,Paid Repaired
CL-1577,7/21/2020,OID-362696,Free Replaced
CL-1578,7/21/2020,OID-362736,Free Replaced
CL-1579,10/26/2020,OID-386104,Warranty Void
CL-1580,3/20/2021,OID-386148,Paid Repaired
CL-1581,11/7/2020,OID-386188,Warranty Void
CL-1582,12/13/2020,OID-398044,Paid Repaired
CL-1584,11/24/2020,OID-423359,Paid Repaired
CL-1586,7/22/2020,OID-362721,Free Replaced
CL-1587,7/22/2020,OID-362897,Free Replaced
CL-1588,11/30/2020,OID-386168,Warranty Void
CL-1589,8/10/2020,OID-448802,Warranty Void
CL-1590,7/23/2020,OID-362472,Free Replaced
CL-1591,7/23/2020,OID-362532,Free Replaced
CL-1592,7/23/2020,OID-362628,Free Replaced
CL-1593,7/23/2020,OID-362629,Free Replaced
CL-1594,7/23/2020,OID-362754,Free Replaced
CL-1595,7/23/2020,OID-362796,Free Replaced
CL-1596,7/23/2020,OID-362875,Free Replaced
CL-1597,7/23/2020,OID-362903,Free Replaced
CL-1598,11/19/2020,OID-374620,Warranty Void
CL-1599,1/9/2021,OID-386200,Paid Repaired
CL-1600,8/9/2020,OID-436224,Warranty Void
CL-1601,5/16/2020,OID-436225,Warranty Void
CL-1602,1/28/2021,OID-448930,Paid Repaired
CL-1603,7/24/2020,OID-362398,Free Replaced
CL-1604,7/24/2020,OID-362423,Free Replaced
CL-1605,7/24/2020,OID-362644,Free Replaced
CL-1606,7/24/2020,OID-362773,Free Replaced
CL-1607,7/24/2020,OID-362794,Free Replaced
CL-1608,7/24/2020,OID-362851,Free Replaced
CL-1609,7/24/2020,OID-362954,Free Replaced
CL-1610,7/24/2020,OID-362987,Free Replaced
CL-1611,7/24/2020,OID-363124,Free Replaced
CL-1612,7/24/2020,OID-363196,Free Replaced
CL-1613,7/24/2020,OID-363234,Warranty Void
CL-1614,9/26/2020,OID-386160,Warranty Void
CL-1615,2/9/2021,OID-386199,Paid Repaired
CL-1617,7/25/2020,OID-362538,Free Replaced
CL-1618,7/25/2020,OID-362638,Free Replaced
CL-1619,7/25/2020,OID-362818,Free Replaced
CL-1620,7/25/2020,OID-362939,Free Replaced
CL-1621,7/25/2020,OID-363126,Free Replaced
CL-1623,7/26/2020,OID-362379,Free Replaced
CL-1624,7/26/2020,OID-362431,Free Replaced
CL-1625,7/26/2020,OID-362542,Free Replaced
CL-1626,7/26/2020,OID-362637,Free Replaced
CL-1627,7/26/2020,OID-362922,Free Replaced
CL-1628,7/26/2020,OID-362998,Free Replaced
CL-1629,7/26/2020,OID-363106,Free Replaced
CL-1631,5/1/2020,OID-410750,Warranty Void
CL-1633,5/15/2020,OID-436470,Warranty Void
CL-1634,7/27/2020,OID-362342,Free Replaced
CL-1635,7/27/2020,OID-362445,Free Replaced
CL-1636,7/27/2020,OID-362489,Free Replaced
CL-1637,7/27/2020,OID-362591,Free Replaced
CL-1638,7/27/2020,OID-362609,Free Replaced
CL-1639,7/27/2020,OID-362771,Free Replaced
CL-1640,7/27/2020,OID-362866,Free Replaced
CL-1641,7/27/2020,OID-362882,Free Replaced
CL-1642,2/7/2021,OID-448753,Paid Repaired
CL-1643,7/28/2020,OID-362570,Free Replaced
CL-1644,7/28/2020,OID-362671,Free Replaced
CL-1645,7/28/2020,OID-362712,Free Replaced
CL-1646,7/28/2020,OID-362739,Free Replaced
CL-1647,7/28/2020,OID-362758,Free Replaced
CL-1648,7/28/2020,OID-362805,Free Replaced
CL-1649,7/28/2020,OID-363048,Free Replaced
CL-1651,6/23/2020,OID-436335,Warranty Void
CL-1653,12/20/2020,OID-448865,Paid Repaired
CL-1654,7/29/2020,OID-362557,Free Replaced
CL-1655,7/29/2020,OID-363122,Free Replaced
CL-1656,10/19/2020,OID-386103,Warranty Void
CL-1657,10/20/2020,OID-397934,Warranty Void
CL-1659,10/2/2020,OID-423350,Warranty Void
CL-1660,11/24/2020,OID-423408,Paid Repaired
CL-1662,7/30/2020,OID-362447,Free Replaced
CL-1663,7/30/2020,OID-362923,Free Replaced
CL-1664,7/30/2020,OID-363011,Free Replaced
CL-1665,7/30/2020,OID-363158,Free Replaced
CL-1666,8/1/2020,OID-374761,Warranty Void
CL-1667,2/11/2021,OID-386090,Paid Repaired
CL-1669,4/24/2020,OID-410874,Warranty Void
CL-1671,6/7/2020,OID-423265,Warranty Void
CL-1674,12/21/2020,OID-448850,Paid Repaired
CL-1676,7/31/2020,OID-362656,Free Replaced
CL-1677,7/31/2020,OID-362871,Free Replaced
CL-1678,7/31/2020,OID-362928,Free Replaced
CL-1679,7/31/2020,OID-363092,Free Replaced
CL-1680,9/24/2020,OID-374636,Warranty Void
CL-1681,11/20/2020,OID-374714,Warranty Void
CL-1682,10/2/2020,OID-386218,Warranty Void
CL-1683,3/7/2021,OID-397777,Paid Repaired
CL-1685,8/7/2020,OID-423297,Warranty Void
CL-1687,8/1/2020,OID-362249,Free Replaced
CL-1688,8/1/2020,OID-362409,Free Replaced
CL-1689,8/1/2020,OID-362610,Free Replaced
CL-1690,8/1/2020,OID-362838,Free Replaced
CL-1691,8/1/2020,OID-362863,Free Replaced
CL-1692,8/1/2020,OID-362932,Free Replaced
CL-1693,8/1/2020,OID-362940,Free Replaced
CL-1694,8/1/2020,OID-363072,Free Replaced
CL-1695,8/1/2020,OID-363086,Free Replaced
CL-1696,7/2/2021,OID-374598,Paid Repaired
CL-1697,9/26/2021,OID-374605,Paid Repaired
CL-1698,12/2/2020,OID-386175,Warranty Void
CL-1700,12/7/2020,OID-410625,Paid Repaired
CL-1703,7/10/2020,OID-436194,Warranty Void
CL-1704,8/2/2020,OID-362485,Free Replaced
CL-1705,8/2/2020,OID-362814,Free Replaced
CL-1706,8/2/2020,OID-362945,Free Replaced
CL-1707,8/2/2020,OID-363037,Free Replaced
CL-1708,8/26/2020,OID-386251,Warranty Void
CL-1709,2/3/2021,OID-386264,Paid Repaired
CL-1710,11/27/2020,OID-423611,Paid Repaired
CL-1711,8/3/2020,OID-362516,Free Replaced
CL-1712,8/3/2020,OID-362808,Free Replaced
CL-1713,8/3/2020,OID-362959,Free Replaced
CL-1714,10/31/2020,OID-374615,Warranty Void
CL-1715,1/8/2021,OID-397991,Paid Repaired
CL-1718,8/4/2020,OID-362589,Free Replaced
CL-1719,8/4/2020,OID-362664,Free Replaced
CL-1720,8/4/2020,OID-362748,Free Replaced
CL-1721,8/4/2020,OID-363120,Free Replaced
CL-1722,3/4/2021,OID-386056,Paid Repaired
CL-1723,10/14/2020,OID-386068,Warranty Void
CL-1724,8/17/2020,OID-386140,Warranty Void
CL-1725,2/21/2021,OID-423245,Paid Repaired
CL-1727,9/17/2020,OID-449006,Warranty Void
CL-1728,8/5/2020,OID-362378,Free Replaced
CL-1729,8/5/2020,OID-362676,Free Replaced
CL-1730,8/5/2020,OID-362822,Free Replaced
CL-1731,8/5/2020,OID-362916,Free Replaced
CL-1732,8/5/2020,OID-362929,Free Replaced
CL-1733,8/5/2020,OID-362980,Free Replaced
CL-1734,8/5/2020,OID-363042,Free Replaced
CL-1735,5/7/2021,OID-374608,Paid Repaired
CL-1736,3/11/2021,OID-386011,Paid Repaired
CL-1737,7/21/2020,OID-386167,Warranty Void
CL-1740,5/12/2020,OID-410932,Warranty Void
CL-1741,10/20/2020,OID-423395,Warranty Void
CL-1742,1/20/2021,OID-448803,Paid Repaired
CL-1743,9/7/2020,OID-448815,Warranty Void
CL-1744,6/28/2020,OID-449001,Warranty Void
CL-1745,11/23/2020,OID-449141,Paid Repaired
CL-1748,8/6/2020,OID-362314,Free Replaced
CL-1749,8/6/2020,OID-362513,Free Replaced
CL-1750,8/6/2020,OID-362594,Free Replaced
CL-1751,8/6/2020,OID-362655,Free Replaced
CL-1752,8/6/2020,OID-362776,Free Replaced
CL-1753,8/6/2020,OID-363096,Free Replaced
CL-1754,8/6/2020,OID-363133,Warranty Void
CL-1755,5/19/2021,OID-374554,Paid Repaired
CL-1756,9/30/2020,OID-386120,Warranty Void
CL-1757,11/30/2020,OID-386172,Warranty Void
CL-1760,7/21/2020,OID-436308,Warranty Void
CL-1761,8/7/2020,OID-362327,Free Replaced
CL-1762,8/7/2020,OID-362547,Free Replaced
CL-1763,8/7/2020,OID-362816,Free Replaced
CL-1764,8/7/2020,OID-363013,Free Replaced
CL-1765,8/7/2020,OID-363110,Free Replaced
CL-1766,5/23/2021,OID-374540,Paid Repaired
CL-1767,9/27/2020,OID-449047,Warranty Void
CL-1769,8/8/2020,OID-362402,Free Replaced
CL-1770,8/8/2020,OID-362616,Free Replaced
CL-1771,8/8/2020,OID-363024,Free Replaced
CL-1772,2/25/2021,OID-386117,Paid Repaired
CL-1773,10/3/2020,OID-386125,Warranty Void
CL-1774,3/17/2021,OID-386236,Paid Repaired
CL-1775,2/21/2021,OID-386246,Paid Repaired
CL-1777,1/14/2021,OID-410677,Paid Repaired
CL-1778,8/4/2020,OID-410941,Warranty Void
CL-1780,4/10/2020,OID-423626,Warranty Void
CL-1782,7/8/2020,OID-436022,Warranty Void
CL-1783,6/7/2020,OID-436420,Warranty Void
CL-1784,11/24/2020,OID-449134,Paid Repaired
CL-1785,8/9/2020,OID-362429,Free Replaced
CL-1786,8/9/2020,OID-362512,Free Replaced
CL-1787,8/9/2020,OID-362760,Free Replaced
CL-1788,8/9/2020,OID-362849,Free Replaced
CL-1789,8/9/2020,OID-362889,Free Replaced
CL-1790,8/9/2020,OID-362920,Free Replaced
CL-1791,8/9/2020,OID-363087,Free Replaced
CL-1792,10/24/2020,OID-385996,Warranty Void
CL-1793,4/3/2021,OID-386095,Paid Repaired
CL-1795,4/7/2020,OID-410891,Warranty Void
CL-1797,8/10/2020,OID-362362,Free Replaced
CL-1798,8/10/2020,OID-362365,Free Replaced
CL-1799,8/10/2020,OID-362460,Free Replaced
CL-1800,8/10/2020,OID-362592,Free Replaced
CL-1801,8/10/2020,OID-362625,Free Replaced
CL-1802,8/10/2020,OID-362786,Free Replaced
CL-1803,8/10/2020,OID-362815,Free Replaced
CL-1804,8/10/2020,OID-362985,Free Replaced
CL-1805,2/13/2021,OID-386170,Paid Repaired
CL-1809,6/12/2020,OID-449135,Warranty Void
CL-1810,5/3/2020,OID-449186,Warranty Void
CL-1811,8/11/2020,OID-362187,Free Replaced
CL-1812,8/11/2020,OID-362252,Free Replaced
CL-1813,8/11/2020,OID-362908,Free Replaced
CL-1814,3/20/2021,OID-374604,Paid Repaired
CL-1815,10/10/2020,OID-374671,Warranty Void
CL-1816,10/6/2020,OID-385975,Warranty Void
CL-1817,9/20/2020,OID-386035,Warranty Void
CL-1818,8/14/2020,OID-386082,Warranty Void
CL-1819,8/8/2020,OID-386164,Warranty Void
CL-1820,2/25/2021,OID-386205,Paid Repaired
CL-1821,12/18/2020,OID-410655,Paid Repaired
CL-1822,8/12/2020,OID-362220,Free Replaced
CL-1823,8/12/2020,OID-362541,Free Replaced
CL-1824,8/12/2020,OID-362699,Free Replaced
CL-1825,8/12/2020,OID-362742,Free Replaced
CL-1826,8/12/2020,OID-362767,Free Replaced
CL-1827,8/12/2020,OID-362857,Free Replaced
CL-1828,8/12/2020,OID-362859,Free Replaced
CL-1829,8/12/2020,OID-363017,Free Replaced
CL-1830,8/12/2020,OID-363050,Free Replaced
CL-1831,8/14/2020,OID-374577,Warranty Void
CL-1833,1/25/2021,OID-423353,Paid Repaired
CL-1834,10/15/2020,OID-436098,Warranty Void
CL-1835,8/13/2020,OID-362248,Free Replaced
CL-1836,8/13/2020,OID-362562,Free Replaced
CL-1837,8/13/2020,OID-362659,Free Replaced
CL-1838,8/13/2020,OID-362685,Free Replaced
CL-1839,8/13/2020,OID-362906,Free Replaced
CL-1840,11/5/2020,OID-386257,Warranty Void
CL-1841,7/7/2020,OID-397850,Warranty Void
CL-1842,10/7/2020,OID-410795,Warranty Void
CL-1843,6/30/2020,OID-423356,Warranty Void
CL-1844,8/14/2020,OID-362189,Free Replaced
CL-1845,8/14/2020,OID-362266,Free Replaced
CL-1846,8/14/2020,OID-362339,Free Replaced
CL-1847,8/14/2020,OID-362439,Free Replaced
CL-1848,8/14/2020,OID-362456,Free Replaced
CL-1849,8/14/2020,OID-362768,Free Replaced
CL-1850,8/14/2020,OID-363066,Free Replaced
CL-1851,9/29/2020,OID-386088,Warranty Void
CL-1852,9/20/2020,OID-386109,Warranty Void
CL-1853,12/4/2020,OID-423551,Paid Repaired
CL-1854,12/1/2020,OID-448889,Paid Repaired
CL-1855,8/15/2020,OID-362211,Free Replaced
CL-1856,8/15/2020,OID-362264,Free Replaced
CL-1857,8/15/2020,OID-362443,Free Replaced
CL-1858,8/15/2020,OID-362725,Free Replaced
CL-1859,8/15/2020,OID-363047,Free Replaced
CL-1860,10/13/2021,OID-374572,Paid Repaired
CL-1861,12/28/2020,OID-386072,Warranty Void
CL-1862,12/5/2020,OID-398074,Paid Repaired
CL-1864,12/10/2020,OID-423530,Paid Repaired
CL-1865,8/16/2020,OID-362205,Free Replaced
CL-1866,8/16/2020,OID-362282,Free Replaced
CL-1867,10/5/2020,OID-374687,Warranty Void
CL-1868,8/28/2020,OID-385962,Warranty Void
